Name,Current price,Change(%),Open,High,Low,Volume
AVIDXCHANGE HOLDINGS INC.,7.73,1.58,7.53,7.75,7.49,1531148
TRAVERE THERAPEUTICS INC.,21.47,2.58,21.14,21.64,20.48,1527520
HORIZON THERAPEUTICS PUBLIC,109.3,0.53,109.0,109.79,108.75,1524234
STEEL DYNAMICS INC.,106.32,2.79,104.0,107.99,104.0,1512174
VERRA MOBILITY CORP.,16.64,0.91,16.42,16.73,16.35,1506486
VIAVI SOLUTIONS INC.,10.48,1.16,10.34,10.49,10.3,1506459
EVGO INC.,6.57,0.92,6.52,6.62,6.42,1504483
PROSPECT CAPITAL,6.75,11.32,6.81,6.88,6.7,1498065
INDIE SEMICONDUCTOR INC.,9.29,3.11,8.9,9.3,8.79,1491769
BEYOND MEAT INC.,15.21,10.78,15.3,15.47,14.65,1486428
CONSTELLATION ENERGY,77.33,0.48,76.53,77.37,75.86,1485455
RECURSION PHARMACEUTICALS INC.,6.52,11.95,6.6,6.64,6.41,1483443
BLOOMIN BRANDS INC.,24.98,1.05,24.62,25.49,24.62,1483407
THE BEAUTY HEALTH CO.,12.53,1.54,12.2,12.56,12.15,1480286
APPLIED DIGITAL,2.64,5.6,2.49,2.68,2.35,1472553
SHENGFENG DEVELOPMENT,5.06,28.1,3.93,5.97,3.86,1471144
REDFIN CORP.,8.8,10.79,8.72,8.99,8.56,1463824
SOLUNA HOLDINGS INC.,0.257,11.15,0.253,0.26,0.211,1457537
INCYTE CORP.,73.93,12.09,73.48,74.65,72.99,1457022
SSR MINING INC.,15.56,11.39,15.59,15.65,15.44,1454071
CHESAPEAKE ENERGY,77.54,3.0,76.13,78.85,75.98,1450963
THE REALREAL INC.,1.16,0.0,1.15,1.17,1.12,1442411
PMV PHARMACEUTICALS INC.,3.94,13.9,4.1,4.1,3.85,1442326
89BIO INC.,14.41,13.61,14.81,14.81,14.26,1441469
ADAPTHEALTH CORP.,12.15,0.0,12.18,12.29,11.9,1434847
LIBERTY LATIN AMERICA,8.11,1.63,7.94,8.11,7.92,1434048
AGROFRESH SOLUTIONS INC.,3.0,0.0,3.0,3.01,2.99,1424376
ELECTRONIC ARTS INC.,125.62,0.37,124.79,125.8,123.74,1421182
AFFIMED N.V.,0.67,18.22,0.77,0.78,0.66,1417602
GOSSAMER BIO INC.,1.1,0.92,1.1,1.13,1.07,1409430
FTAI AVIATION LTD.,27.39,2.16,26.51,27.6,26.5,1404004
HALOZYME THERAPEUTICS INC.,37.0,13.47,38.26,38.26,36.78,1391337
HYZON MOTORS INC.,0.751,111.96,0.85,0.88,0.751,1390287
FIRST SOLAR INC.,212.03,3.68,202.99,212.22,202.99,1380780
NEWS CORP.,17.4,0.75,17.13,17.42,17.13,1380762
SLM CORP.,13.03,0.93,12.82,13.17,12.82,1374126
ZILLOW GROUP INC.,44.97,0.4,44.3,45.41,44.14,1370200
ACADEMY SPORTS AND OUTDOORS,64.47,2.25,63.0,64.95,62.96,1367793
RELAY THERAPEUTICS INC.,18.27,1.67,17.91,18.37,17.21,1365995
CITIUS PHARMACEUTICALS INC.,1.46,6.57,1.37,1.46,1.35,1362989
COCRYSTAL PHARMA INC.,2.18,12.95,2.15,2.4,2.06,1362167
OATLY GROUP AB ADS,2.31,1.32,2.29,2.36,2.24,1358418
GROCERY OUTLET HOLDING,28.88,3.96,27.74,28.95,27.74,1358213
NATIONAL INSTRUMENTS,52.47,0.21,52.25,52.69,52.08,1353935
ALTO INGREDIENTS INC.,1.39,1.46,1.36,1.43,1.32,1349231
ROVER GROUP INC.,4.23,0.24,4.27,4.32,4.13,1346429
LAM RESEARCH CORP.,507.46,2.77,486.22,511.44,486.06,1339022
WW INTERNATIONAL INC.,4.12,11.2,4.15,4.18,4.09,1335683
VNET GROUP INC. ADS,3.41,19.31,3.69,3.69,3.34,1330373
LEONARDO DRS INC.,14.5,2.4,14.18,14.65,14.16,1328806
INFINERA CORP.,7.35,0.55,7.25,7.39,7.22,1327499
LUMENTUM HOLDINGS INC.,47.47,2.46,46.08,48.19,45.86,1324937
ENTEGRIS INC.,76.21,1.84,73.6,76.28,73.26,1324490
DIGITAL TURBINE INC.,12.28,0.49,12.02,12.3,11.88,1322005
ALIGNMENT HEALTHCARE INC.,7.36,10.67,7.37,7.38,7.16,1320076
SUPER MICRO COMPUTER INC.,106.55,5.82,100.0,106.81,99.24,1319796
GORILLA TECHNOLOGY GROUP INC.,2.72,17.17,2.87,2.87,2.63,1317869
NEW FORTRESS ENERGY INC.,29.52,5.2,28.67,29.76,28.51,1306419
LIBERTY GLOBAL PLC,20.55,10.05,20.41,20.59,20.4,1306161
EXTREME NETWORKS INC.,19.44,3.13,18.77,19.52,18.75,1299666
DIVERSIFIED HEALTHCARE TRUST,1.24,11.59,1.27,1.28,1.21,1299579
ERASCA INC.,2.73,19.0,2.95,2.97,2.7,1293572
CROWN ELECTROKINETICS,0.115,10.86,0.117,0.118,0.11,1290450
OXFORD LANE CAPITAL,5.31,1.72,5.22,5.32,5.19,1284917
URBAN OUTFITTERS INC.,27.55,4.28,26.36,27.58,26.21,1281644
NEOGENOMICS INC.,15.25,2.28,14.58,15.31,14.55,1278812
SECOO HOLDING LTD.,0.98,119.01,1.15,1.17,0.96,1274787
REPUBLIC FIRST BANCORP INC.,1.23,14.65,1.3,1.3,1.2,1264194
CLEARMIND MEDICINE INC.,0.429,11.72,0.4,0.442,0.385,1258671
ADVERUM BIOTECHNOLOGIES INC.,0.72,5.88,0.68,0.74,0.68,1258414
MARRIOTT INTERNATIONAL,162.79,10.16,162.23,165.37,162.23,1256558
GLOBAL-E ONLINE,29.89,3.0,28.64,29.96,27.9,1256501
CRONOS GROUP INC.,1.91,3.24,1.83,1.92,1.82,1255782
WORKDAY INC.,196.94,0.07,195.18,197.35,194.07,1254189
PROTAGONIST THERAPEUTICS INC.,18.45,10.11,18.3,18.58,17.85,1253196
ANAVEX LIFE SCIENCES,7.7,11.16,7.78,7.78,7.44,1250671
CVB FINANCIAL CORP.,16.15,10.31,16.14,16.43,16.02,1250048
ASTRA SPACE INC.,0.381,2.15,0.375,0.389,0.371,1249681
EQRX INC.,1.8,14.76,1.87,1.87,1.77,1249280
QORVO INC.,95.2,0.5,94.05,95.76,93.58,1240981
MAGNITE INC.,9.17,0.88,8.98,9.18,8.97,1235826
TINGO GROUP INC.,1.3,7.44,1.2,1.3,1.16,1235602
X4 PHARMACEUTICALS INC.,0.87,5.46,0.835,0.88,0.81,1228771
CROCS INC.,127.97,5.01,121.34,128.18,120.78,1226258
RIBBON COMMUNICATIONS INC.,3.37,0.0,3.43,3.48,3.25,1222025
REVOLUTION MEDICINES INC.,20.54,0.29,20.31,20.55,19.98,1221749
CERBERUS CYBER SENTINEL,0.26,11.89,0.262,0.268,0.252,1214343
SAREPTA THERAPEUTICS INC.,140.38,11.52,139.0,141.34,136.94,1207121
LYELL IMMUNOPHARMA INC.,2.67,14.3,2.75,2.9,2.64,1205307
PRINCIPAL FINANCIAL GROUP INC,74.28,1.17,73.55,74.57,73.25,1205006
SPROUTS FARMERS MARKET INC.,34.45,10.55,34.33,34.82,34.33,1203358
AEHR TEST SYSTEMS,29.78,8.17,27.1,29.97,26.55,1193414
CHIMERIX INC.,1.25,4.17,1.2,1.26,1.19,1191131
23ANDME HOLDING CO.,2.25,0.0,2.24,2.26,2.2,1190473
UPWORK INC.,10.22,11.06,10.21,10.27,9.98,1187244
SCILEX HOLDING CO.,14.15,9.69,14.18,15.0,13.05,1187156
XEROX HOLDINGS CORP.,14.75,2.5,14.42,14.75,14.42,1186295
AUTOMATIC DATA PROCESSING INC.,214.22,10.87,214.11,214.76,213.02,1181424
ADEIA INC.,8.2,1.74,8.03,8.28,7.94,1179983
SONOS INC.,20.11,1.16,19.73,20.22,19.64,1179793
NUTEX HEALTH INC.,0.93,111.43,1.03,1.09,0.92,1178971
COPART INC.,74.97,0.79,73.93,75.03,73.66,1177464
PLBY GROUP INC.,1.61,11.83,1.64,1.66,1.6,1176441
PENN ENTERTAINMENT INC.,29.2,0.93,28.85,29.38,28.68,1175836
FIVE BELOW INC.,216.72,4.68,206.39,217.8,205.26,1175826
HOLOGIC INC.,83.07,0.25,82.49,83.07,82.18,1168467
ALKERMES PLC,28.92,11.03,29.05,29.24,28.88,1167341
INTUIT INC.,444.72,10.46,441.29,445.96,435.94,1165961
INTUITIVE SURGICAL INC.,258.94,0.79,255.6,259.11,252.04,1160895
FULCRUM THERAPEUTICS INC.,2.43,2.1,2.37,2.46,2.28,1159240
STRONGHOLD DIGITAL MINING INC.,0.719,7.64,0.66,0.728,0.651,1156637
CVENT HOLDING CORP.,8.42,0.12,8.4,8.42,8.39,1155923
HEALTHCARE SERVICES GROUP INC.,14.33,2.07,13.91,14.37,13.91,1153645
EAST WEST BANCORP INC.,53.36,0.64,52.57,53.7,52.0,1150884
STEVEN MADDEN LTD.,34.42,10.64,34.44,34.94,34.19,1148929
IMMUNIC INC.,1.33,14.32,1.39,1.39,1.29,1146301
EASTERN BANKSHARES INC.,12.65,1.2,12.46,12.75,12.45,1143764
SMILEDIRECTCLUB INC.,0.38,12.56,0.39,0.396,0.379,1142889
OVERSTOCK.COM INC.,19.18,1.43,18.73,19.36,18.48,1142677
REVELATION BIOSCIENCES INC.,1.15,0.88,1.11,1.25,1.08,1139374
AMARIN CORP.,1.38,0.73,1.35,1.4,1.33,1135265
XERIS BIOPHARMA HLD.,1.94,2.65,1.88,1.99,1.77,1129030
BANK OZK,33.36,0.3,33.06,33.69,32.69,1124956
FIRST FOUNDATION INC.,6.81,0.74,6.7,6.87,6.53,1123482
ASSERTIO HOLDINGS INC.,5.93,13.26,6.14,6.14,5.86,1120896
EVOLUS INC.,8.27,11.43,8.37,8.39,8.15,1120110
JOUNCE THERAPEUTICS INC.,1.87,11.06,1.87,1.88,1.86,1115576
C.H. ROBINSON WORLDWIDE INC.,95.14,2.67,92.2,95.14,91.53,1114816
CHAMPIONX CORP.,28.0,2.3,27.43,28.25,27.41,1113509
ATARA BIOTHERAPEUTICS INC.,2.73,11.44,2.75,2.76,2.63,1113256
MERSANA THERAPEUTICS INC.,4.16,17.14,4.48,4.48,4.14,1113075
INDUSTRIAL LOGISTICS PROPERTIES TRUST,2.69,13.24,2.8,2.8,2.63,1110515
HARMONY BIOSCIENCES HLD.,31.64,3.74,30.56,31.75,29.95,1109003
HELLO GROUP INC. ADS,8.68,11.59,8.78,8.84,8.62,1106092
TRACTOR SUPPLY CO.,238.55,1.24,234.38,239.79,234.38,1104182
TRIMBLE INC.,49.68,1.47,48.56,49.69,48.26,1094044
HOPE BANCORP INC.,9.79,1.45,9.57,9.84,9.53,1093761
SUNOPTA INC.,7.99,2.44,7.78,8.06,7.75,1093046
SENESTECH INC.,1.3,123.53,1.7,2.0,1.24,1092131
EXACT SCIENCES CORP.,65.91,10.68,65.6,66.66,65.04,1090765
EXP WORLD HOLDINGS INC.,12.01,1.44,11.63,12.05,11.54,1090528
CENNTRO ELECTRIC GROUP,0.423,11.63,0.421,0.43,0.413,1089061
DYNAVAX TECHNOLOGIES,10.58,1.34,10.4,10.6,10.27,1085766
ALLIANT ENERGY CORP.,54.92,10.24,54.76,54.95,54.13,1083455
SPHERE 3D CORP.,0.335,14.83,0.356,0.36,0.326,1082388
WETRADE GROUP INC.,0.209,18.73,0.213,0.218,0.202,1079281
HILLMAN SOLUTIONS,7.87,0.0,7.84,7.97,7.76,1077298
AUTODESK INC.,198.14,0.41,195.0,198.53,193.29,1075124
LIBERTY MEDIA CORP.,28.91,2.16,28.11,29.03,28.11,1075005
SKYWEST INC.,22.81,1.51,22.62,22.97,22.47,1063043
SOTERA HEALTH CO.,17.33,1.64,16.93,17.4,16.78,1062477
POINT BIOPHARMA GLOBAL INC.,6.96,16.07,7.35,7.41,6.78,1059827
APTINYX INC.,0.116,0.0,0.116,0.117,0.114,1058721
ALLBIRDS INC.,1.21,5.22,1.19,1.23,1.14,1058189
ACV AUCTIONS INC.,12.24,0.33,12.05,12.25,11.84,1057285
LPL FINANCIAL HLD.,197.53,3.57,190.52,198.23,190.52,1055994
IHEARTMEDIA INC.,3.86,6.04,3.65,3.96,3.65,1055786
FRESHWORKS INC.,14.77,10.27,14.45,14.81,14.36,1054238
FRONTIER COMMUNICATIONS PARENT,22.22,0.77,21.86,22.22,21.86,1046423
BLUE STAR FOODS,0.132,0.0,0.13,0.133,0.126,1046420
INTELLIA THERAPEUTICS INC.,34.96,12.78,35.6,35.81,34.43,1046416
BRAZE INC.,34.75,1.16,33.81,34.79,32.94,1045889
LILIUM N.V.,0.6,0.5,0.609,0.609,0.59,1044396
AVIDITY BIOSCIENCES INC.,13.5,0.37,13.35,13.58,13.14,1042773
INSEEGO CORP.,0.604,5.97,0.577,0.61,0.56,1042516
GOPRO INC.,4.8,0.0,4.78,4.84,4.75,1039302
BROOKLINE BANCORP INC.,10.54,0.29,10.47,10.7,10.36,1038793
AST SPACEMOBILE INC.,4.48,2.75,4.29,4.5,4.29,1037693
FULTON FINANCIAL,13.56,0.52,13.4,13.72,13.36,1028420
GREEN PLAINS INC.,31.51,3.11,30.44,31.77,30.19,1024484
DADA NEXUS LTD.,7.34,15.17,7.55,7.57,7.2,1023996
VROOM INC.,0.918,2.23,0.87,0.925,0.87,1020190
SUNWORKS INC.,1.27,2.42,1.23,1.29,1.21,1018842
VERB TECHNOLOGY CO.,0.112,1.82,0.111,0.118,0.107,1017098
MONGODB INC.,214.25,10.76,212.43,214.59,208.0,1015893
GLOBALFOUNDRIES INC. ORD.,67.75,1.27,66.0,67.8,65.56,1013393
ALPHATEC HOLDINGS INC.,15.94,0.82,15.73,15.94,15.61,1011817
FIVE9 INC.,72.08,10.58,71.57,72.32,70.09,1011128
KLA CORP.,382.67,2.14,369.87,383.49,368.47,1008937
GOODRX HOLDINGS INC.,5.74,12.71,5.83,5.87,5.6,1007882
HASBRO INC.,52.21,0.54,51.67,52.52,51.6,1007736
CELLDEX THERAPEUTICS INC.,31.5,12.78,32.18,32.32,30.74,1006960
NORTHERN TRUST CORP.,87.74,1.16,87.5,88.46,86.87,1003426
CME GROUP INC.,192.74,11.21,194.43,195.0,192.32,1003065
VERADIGM INC.,12.93,0.7,12.74,12.93,12.72,1002773
MICROSTRATEGY INC.,312.78,7.82,290.0,312.94,285.0,1002575
GOLDEN OCEAN GROUP,9.1,3.06,8.83,9.17,8.83,998311
LKQ CORP.,55.57,2.13,54.0,55.59,54.0,991225
T. ROWE PRICE GROUP INC.,110.54,1.21,109.49,110.86,108.84,989765
VENTYX BIOSCIENCES INC.,28.57,10.07,28.23,29.13,27.75,989557
ACADIA PHARMACEUTICALS INC.,17.8,13.0,18.14,18.17,17.71,987545
RIGETTI COMPUTING INC.,0.576,14.64,0.615,0.615,0.54,983582
IONIS PHARMACEUTICALS INC.,36.91,10.97,37.2,37.2,36.5,980280
SONDER HOLDINGS INC.,0.602,13.06,0.621,0.621,0.568,980224
KEZAR LIFE SCIENCES INC.,2.36,15.98,2.5,2.51,2.25,979355
MARAVAI LIFESCIENCES HLD.,13.94,1.9,13.58,14.0,13.43,978551
LULULEMON ATHLETICA INC.,363.37,10.26,361.47,364.67,361.17,972177
QUANTUM-SI INC.,1.55,11.9,1.58,1.59,1.51,970202
MOBILEYE GLOBAL INC.,41.43,3.24,39.63,41.53,39.24,965019
DECIPHERA PHARMACEUTICALS INC.,14.61,12.27,15.0,15.03,14.5,964935
LIBERTY MEDIA CORP.,74.84,0.69,73.87,74.98,73.42,962622
EXPEDITORS INTERNATIONAL OF WASHINGTON,107.69,2.22,105.0,107.98,104.83,960161
WEIBO CORP.,17.74,12.37,17.96,17.96,17.51,954261
TOP FINANCIAL GROUP,5.12,10.78,5.06,5.63,4.89,952447
DRAGANFLY INC.,1.1,17.56,1.19,1.19,1.02,951755
CASSAVA SCIENCES INC.,23.11,13.59,23.88,23.93,22.42,950312
WARNER MUSIC GROUP,32.12,1.84,31.34,32.34,31.17,950177
SOLID POWER INC.,2.82,2.55,2.76,2.83,2.7,948251
ATAI LIFE SCIENCES N.V.,1.69,15.06,1.77,1.77,1.65,946815
VASCULAR BIOGENICS,0.16,6.67,0.15,0.17,0.15,946297
AURORA INNOVATION INC.,1.32,4.76,1.25,1.32,1.2,945911
FLUENCE ENERGY INC.,19.81,11.78,19.94,20.11,19.09,945383
DURECT CORP.,4.07,0.49,4.25,4.85,4.06,943643
FIRST HAWAIIAN INC.,20.05,10.84,20.07,20.47,19.94,942726
CNS PHARMACEUTICALS INC.,0.749,10.13,0.714,0.772,0.661,942307
TAKE-TWO INTERACTIVE SOFTWARE,121.04,1.71,118.02,121.23,117.35,942278
ORIGIN MATERIALS INC.,4.08,4.88,3.91,4.09,3.91,940853
ALLEGRO MICROSYSTEMS INC.,46.2,2.53,44.65,46.24,44.5,936442
ALDEYRA THERAPEUTICS INC.,10.33,4.45,9.86,10.33,9.73,936095
CONNEXA SPORTS TECHNOLOGIES,0.167,3.73,0.143,0.196,0.142,935541
HAWAIIAN HOLDINGS INC.,8.74,2.58,8.51,8.79,8.47,934180
NAVITAS SEMICONDUCTOR,6.97,2.95,6.7,7.0,6.56,931949
JASPER THERAPEUTICS INC.,1.5,2.04,1.42,1.52,1.41,929496
CRACKER BARREL OLD COUNTRY STORE,118.2,4.48,113.28,118.65,112.93,926558
SYNDAX PHARMACEUTICALS INC.,19.35,14.96,20.3,20.3,19.26,926052
SMART GLOBAL HLD.,16.98,2.97,16.37,17.15,16.16,924655
POPULAR INC.,58.24,1.68,56.82,59.38,56.67,924330
ROYALTY PHARMA PLC,36.31,10.19,36.58,36.61,36.06,923835
SINCLAIR BROADCAST GROUP INC.,18.42,5.32,17.31,18.56,17.31,922540
BIOATLA INC.,3.46,3.59,3.29,3.47,3.07,918403
GAMIDA CELL,0.73,10.95,0.743,0.75,0.709,913714
INSMED INC.,16.79,10.24,16.68,16.89,16.63,911347
CHICKEN SOUP FOR THE SOUL ENTERTAINMENT,2.0,0.5,2.01,2.06,1.8,908508
WORLDWIDE WEBB ACQUISITION,10.37,0.97,10.34,10.37,10.34,907304
LANTHEUS HOLDINGS INC.,85.53,2.92,82.39,85.71,82.0,906909
FUTU HOLDINGS LTD.,48.04,11.96,49.0,49.45,47.76,903615
BLADE AIR MOBILITY INC.,2.91,10.34,2.93,2.94,2.79,901303
PAGAYA TECHNOLOGIES,1.02,10.97,1.0,1.03,0.99,900678
360 DIGITECH INC. ADS,19.05,0.53,18.85,19.1,18.67,898327
KRISPY KREME INC.,15.41,2.53,14.96,15.5,14.89,898236
AZENTA INC.,44.15,1.42,43.31,44.16,42.79,884230
INTEGRAL AD SCIENCE HOLDING,15.69,3.22,15.14,15.75,14.89,879436
ADTRAN HOLDINGS INC.,15.11,1.41,14.8,15.22,14.76,875293
CAL-MAINE FOODS INC.,56.52,1.45,55.95,57.1,55.75,872833
SUPERNUS PHARMACEUTICALS INC.,37.34,0.67,36.99,37.69,36.72,872124
SPLUNK INC.,93.14,10.72,92.36,93.35,91.18,870801
BIOMARIN PHARMACEUTICAL INC.,98.05,11.56,99.56,99.66,97.28,869533
VIEWRAY INC.,3.13,10.63,3.15,3.17,3.09,869200
NUTANIX INC.,25.31,10.43,25.15,25.58,24.96,867644
PURECYCLE TECHNOLOGIES INC.,6.18,0.32,6.1,6.19,6.0,865960
CREDO TECHNOLOGY GROUP HOLDING LTD,9.15,1.55,8.95,9.16,8.92,864171
TWIST BIOSCIENCE,13.64,11.23,13.63,13.92,13.41,861637
INTRA-CELLULAR THERAPIES INC.,59.07,10.39,58.99,59.74,58.04,861420
CORCEPT THERAPEUTICS INC.,22.63,1.53,22.2,22.65,22.07,860887
VIMEO INC.,3.61,12.43,3.65,3.67,3.57,855827
NEW YORK MORTGAGE TRUST INC.,10.17,0.0,10.16,10.25,9.85,855524
OLLIE S BARGAIN OUTLET HLD.,59.1,1.56,58.05,59.53,57.73,853190
EIGHTCO HOLDINGS INC.,2.36,0.0,2.18,2.46,2.03,851162
RACKSPACE TECHNOLOGY INC.,1.89,6.78,1.76,1.89,1.72,847484
CAREMAX INC.,2.84,0.35,2.81,2.9,2.77,847357
GENTEX CORP.,27.21,1.23,26.84,27.23,26.45,845312
SOVOS BRANDS INC.,17.79,3.19,17.17,17.92,16.88,843952
TANDEM DIABETES CARE INC.,40.95,11.21,41.36,42.13,40.62,842939
MICROMOBILITY.COM INC.,2.16,17.3,2.13,2.22,2.03,842923
SS&C TECHNOLOGIES HLD.,56.2,10.16,55.88,56.26,55.59,842449
CAPITOL FEDERAL FINANCIAL INC.,6.74,0.15,6.73,6.81,6.67,841345
GRUPO FINANCIERO GALICIA S.A. ADS SHAR,11.13,1.74,10.89,11.28,10.83,840436
CCC INTELLIGENT SOLUTIONS HLD.,8.69,0.12,8.64,8.74,8.54,839922
GDS HOLDINGS LTD.,17.27,13.2,17.5,17.7,16.92,834704
TEXAS ROADHOUSE INC.,110.71,0.64,109.1,111.46,109.1,832614
THE SIMPLY GOOD FOODS CO.,36.94,1.51,36.18,37.05,36.07,832427
OCUPHIRE PHARMA INC.,5.37,10.72,4.9,5.59,4.89,831661
GREENIDGE GENERATION HLD.,0.451,9.2,0.405,0.46,0.36,830910
GOLUB CAPITAL BDC,13.22,11.05,13.31,13.38,13.07,828048
ILLUMINA INC.,229.71,10.12,228.48,230.31,225.67,824127
TARGET HOSPITALITY,12.6,3.87,12.44,12.84,12.29,824011
PROQR THERAPEUTICS N.V.,2.17,12.69,2.14,2.23,2.13,823523
AXSOME THERAPEUTICS INC.,61.59,3.08,59.58,61.66,56.75,817513
SPROUT SOCIAL INC,51.63,11.45,51.64,51.91,49.53,817373
SANA BIOTECHNOLOGY INC.,3.28,10.3,3.29,3.33,3.17,816583
CYTTHERAPEUTICS INC.,1.6,2.56,1.53,1.61,1.52,810938
PURPLE INNOVATION INC.,2.27,11.3,2.29,2.34,2.23,809362
ONCTERNAL THERAPEUTICS INC.,0.282,2.55,0.265,0.282,0.262,805724
XOMETRY INC.,14.96,10.0,13.85,14.96,13.61,805674
TATTOOED CHEF INC.,1.42,17.79,1.5,1.54,1.38,802694
TPI COMPOSITES INC.,12.26,6.7,11.41,12.28,11.36,801628
ALLAKOS INC.,4.12,14.63,4.3,4.31,4.11,801603
ARCUTIS BIOTHERAPEUTICS INC.,12.37,2.83,12.0,12.47,11.82,797232
CERTARA INC.,23.08,0.3,22.95,23.08,22.46,795751
CENTURY ALUMINUM CO.,9.58,3.01,9.18,9.61,9.18,794689
BIOLINERX LTD. ADS,1.06,6.21,1.05,1.06,1.0,794600
BRIGHT GREEN CORP.,1.17,8.33,1.04,1.17,1.02,789364
WASHINGTON FEDERAL INC.,30.29,1.34,29.71,30.35,29.59,788358
BIGCOMMERCE HLD.,8.39,0.6,8.23,8.4,8.06,786511
ALECTOR INC.,6.23,10.16,6.26,6.34,6.11,779014
PHOTRONICS INC.,15.79,2.87,15.2,15.88,15.18,778794
RENT THE RUNWAY INC.,3.05,10.11,2.78,3.08,2.71,778406
POWER & DIGITAL INFRASTRUCTURE ACQUISIT,10.27,0.0,10.27,10.27,10.26,777111
ORASURE TECHNOLOGIES INC.,7.14,3.78,6.92,7.21,6.8,775281
TRADEWEB MARKETS INC.,71.8,13.59,74.5,74.71,71.52,774842
SIGA TECHNOLOGIES INC.,5.94,0.17,5.99,6.0,5.85,774720
8X8 INC,3.87,10.77,3.84,3.9,3.8,774121
SEACOAST BANKING,23.0,0.22,22.81,23.3,22.55,772963
MIRATI THERAPEUTICS INC.,37.45,12.63,38.07,38.2,36.63,772361
GROUPON INC.,3.97,0.0,3.93,4.1,3.79,770572
SHARECARE INC.,1.49,3.47,1.41,1.5,1.41,769161
MEREO BIOPHARMA GROUP PLC ADS,0.902,1.58,0.885,0.909,0.82,767268
LIFESTANCE HEALTH GROUP INC.,7.88,0.38,7.67,7.9,7.52,764845
KRATOS DEFENSE & SECURITY SOLUTIONS,12.88,10.08,12.82,12.99,12.8,762524
UNITED COMMUNITY BANKS INC.,27.95,0.43,27.77,28.32,27.46,761458
MYMD PHARMACEUTICALS INC.,1.73,14.57,1.62,1.79,1.56,760235
ZAI LAB LTD.,33.22,10.33,33.09,33.9,32.87,755711
MONTAUK RENEWABLES INC.,7.33,7.48,6.84,7.59,6.83,751640
GOLAR LNG LTD.,21.35,1.91,21.01,21.47,20.97,750133
CRISPR THERAPEUTICS AG,45.09,10.68,44.99,45.21,44.5,746784
LEGEND BIOTECH CORP.,49.78,12.91,51.14,51.69,48.37,744956
REMITLY GLOBAL INC.,17.15,1.48,16.66,17.17,16.64,743578
NORTHWEST BANCSHARES INC.,11.75,0.69,11.7,11.85,11.6,742729
RUMBLE INC.,9.0,0.67,8.92,9.25,8.86,742045
AMESITE INC.,3.8,6.44,3.58,4.41,3.56,741127
BEAM THERAPEUTICS INC.,30.09,1.18,29.43,30.15,29.34,740737
GAMING AND LEISURE PROPERTIES,51.54,0.45,51.42,51.56,51.07,740376
JOYY INC. ADS,30.18,10.17,29.99,30.32,29.8,739194
CORVUS PHARMACEUTICALS INC.,1.25,15.74,1.1,1.35,1.09,736171
VERITEX HOLDINGS INC.,18.1,3.13,17.38,18.28,17.36,733440
PACIFIC PREMIER BANCORP INC,23.5,1.6,22.93,23.71,22.8,732339
HEMPACCO CO. INC.,0.74,7.25,0.69,0.79,0.68,730500
VAXCYTE INC.,36.21,10.69,36.24,36.4,35.53,730408
SOMALOGIC INC.,2.73,0.0,2.71,2.8,2.68,727512
TENAX THERAPEUTICS INC.,0.374,5.06,0.38,0.387,0.361,727372
GUARDANT HEALTH INC.,23.88,1.06,23.5,23.99,23.12,726296
BRUKER CORP.,79.16,0.52,78.94,79.3,78.08,723651
VUZIX CORP.,4.17,5.57,4.07,4.19,3.96,722763
NETEASE INC. ADS,89.02,10.82,88.78,89.57,88.5,720221
EVOLV TECHNOLOGIES HLD.,3.12,7.96,2.89,3.15,2.87,719476
CONDUENT INC.,3.46,3.9,3.32,3.48,3.32,718088
TMC THE METALS CO.,0.77,1.58,0.758,0.78,0.73,715483
POSEIDA THERAPEUTICS INC.,2.69,15.61,2.84,2.86,2.66,715269
PTC THERAPEUTICS INC.,48.63,10.43,48.57,49.17,47.17,714964
10X GENOMICS INC.,52.6,1.04,51.07,52.74,50.57,713682
OPTION CARE HEALTH INC.,31.21,11.27,31.38,31.44,31.11,713437
ARQIT QUANTUM INC.,1.23,16.11,1.3,1.31,1.22,713052
ATERIAN INC.,0.798,10.5,0.79,0.813,0.77,712560
RYVYL INC.,0.567,45.39,0.38,0.567,0.38,712399
CERUS CORP.,2.83,11.39,2.84,2.85,2.78,711328
PINNACLE FINANCIAL PARTNERS,53.87,1.18,52.52,54.18,52.21,711267
SK GROWTH OPPORTUNITIES,10.42,0.0,10.42,10.43,10.41,711124
NUVASIVE INC.,42.08,0.67,41.61,42.19,41.58,710400
NEXTRACKER INC.,34.0,3.91,32.66,34.03,32.19,709901
CDW CORP.,189.04,1.91,185.07,189.3,184.45,708445
XOS INC.,0.612,1.83,0.59,0.64,0.58,707161
VIR BIOTECHNOLOGY INC.,23.75,10.67,23.81,23.87,23.46,701768
FRONTDOOR INC.,27.08,0.3,26.76,27.18,26.57,701717
FERROGLOBE PLC,4.5,0.45,4.44,4.56,4.4,701213
NOVOCURE LTD.,63.8,1.25,62.66,63.99,61.8,700590
THE NECESSITY RETAIL REIT INC.,6.29,0.64,6.25,6.36,6.18,697488
STAR BULK CARRIERS,21.22,2.71,20.71,21.35,20.67,696462
BETTER THERAPEUTICS INC.,1.46,19.67,1.31,1.61,1.31,694298
LIBERTY GLOBAL PLC,19.6,10.41,19.54,19.65,19.46,694089
